lambda_1_auth,lambda_2_index,lambda_3_verify,lambda_4_sync,lambda_5_queue,throughput_queries_per_second,fsn_utilization_stddev
0.5,0.0,0.4,0.0,0.1,10995.502,0.071816
0.5,0.0,0.4,0.1,0.0,10144.1309,0.076959
0.5,0.0,0.5,0.0,0.0,10247.6603,0.064233
0.5,0.1,0.0,0.0,0.4,10825.8359,0.081317
0.5,0.1,0.0,0.1,0.3,10872.8874,0.085915
0.5,0.1,0.0,0.2,0.2,10714.0829,0.081835
0.5,0.1,0.0,0.3,0.1,10803.126,0.08464
0.5,0.1,0.0,0.4,0.0,10935.9715,0.083311
0.5,0.1,0.1,0.0,0.3,10345.251,0.07628
0.5,0.1,0.1,0.1,0.2,10844.1451,0.067946
0.5,0.1,0.1,0.2,0.1,9658.7785,0.069984
0.5,0.1,0.1,0.3,0.0,10527.2045,0.075837
0.5,0.1,0.2,0.0,0.2,9720.1472,0.067547
0.5,0.1,0.2,0.1,0.1,10842.74,0.081318
0.5,0.1,0.2,0.2,0.0,10333.0839,0.075861
0.5,0.1,0.3,0.0,0.1,10915.6053,0.077253
0.5,0.1,0.3,0.1,0.0,10695.5326,0.077943
0.5,0.1,0.4,0.0,0.0,11121.6161,0.082494
0.5,0.2,0.0,0.0,0.3,10764.6161,0.083423
0.5,0.2,0.0,0.1,0.2,10747.8574,0.085463
0.5,0.2,0.0,0.2,0.1,10697.3335,0.083331
0.5,0.2,0.0,0.3,0.0,10744.1333,0.084692
0.5,0.2,0.1,0.0,0.2,10395.8565,0.079616
0.5,0.2,0.1,0.1,0.1,10368.5007,0.08105
0.5,0.2,0.1,0.2,0.0,10823.7654,0.075398
0.5,0.2,0.2,0.0,0.1,9954.5555,0.072216
0.5,0.2,0.2,0.1,0.0,10289.8147,0.075245
0.5,0.2,0.3,0.0,0.0,10657.1542,0.076237
0.5,0.3,0.0,0.0,0.2,10829.9054,0.081772
0.5,0.3,0.0,0.1,0.1,10497.7321,0.082787
0.5,0.3,0.0,0.2,0.0,10821.3385,0.084485
0.5,0.3,0.1,0.0,0.1,10417.6574,0.080099
0.5,0.3,0.1,0.1,0.0,11023.9897,0.076114
0.5,0.3,0.2,0.0,0.0,11366.5736,0.074456
0.5,0.4,0.0,0.0,0.1,10811.6828,0.081587
0.5,0.4,0.0,0.1,0.0,10514.4113,0.083029
0.5,0.4,0.1,0.0,0.0,10610.0019,0.076532
0.5,0.5,0.0,0.0,0.0,10729.2223,0.082763
0.6,0.0,0.0,0.0,0.4,10655.9062,0.08323
0.6,0.0,0.0,0.1,0.3,10752.5899,0.080923
0.6,0.0,0.0,0.2,0.2,10812.611,0.082805
0.6,0.0,0.0,0.3,0.1,10859.9884,0.085637
0.6,0.0,0.0,0.4,0.0,10719.4705,0.083481
0.6,0.0,0.1,0.0,0.3,11491.4315,0.072372
0.6,0.0,0.1,0.1,0.2,10949.5865,0.076865
0.6,0.0,0.1,0.2,0.1,10728.046,0.075969
0.6,0.0,0.1,0.3,0.0,10925.2305,0.070052
0.6,0.0,0.2,0.0,0.2,10497.9018,0.083055
0.6,0.0,0.2,0.1,0.1,11182.644,0.072763
0.6,0.0,0.2,0.2,0.0,10783.7547,0.072549
0.6,0.0,0.3,0.0,0.1,10925.129,0.077654
0.6,0.0,0.3,0.1,0.0,10416.4692,0.074639
0.6,0.0,0.4,0.0,0.0,9923.1443,0.059288
0.6,0.1,0.0,0.0,0.3,10864.5498,0.083013
0.6,0.1,0.0,0.1,0.2,10811.3461,0.088047
0.6,0.1,0.0,0.2,0.1,10647.822,0.084392
0.6,0.1,0.0,0.3,0.0,10851.541,0.086149
0.6,0.1,0.1,0.0,0.2,10536.1543,0.073093
0.6,0.1,0.1,0.1,0.1,10274.3614,0.069505
0.6,0.1,0.1,0.2,0.0,10853.4632,0.07206
0.6,0.1,0.2,0.0,0.1,11054.7613,0.079758
0.6,0.1,0.2,0.1,0.0,10829.6579,0.083494
0.6,0.1,0.3,0.0,0.0,10718.6237,0.076991
0.6,0.2,0.0,0.0,0.2,10743.4326,0.079466
0.6,0.2,0.0,0.1,0.1,11133.4498,0.078014
0.6,0.2,0.0,0.2,0.0,10786.5382,0.084721
0.6,0.2,0.1,0.0,0.1,10259.6407,0.068143
0.6,0.2,0.1,0.1,0.0,10685.8739,0.071978
0.6,0.2,0.2,0.0,0.0,11004.5879,0.069998
0.6,0.3,0.0,0.0,0.1,10851.9367,0.085158
0.6,0.3,0.0,0.1,0.0,10689.3338,0.08204
0.6,0.3,0.1,0.0,0.0,10894.8496,0.080132
0.6,0.4,0.0,0.0,0.0,10669.4162,0.084958
0.7,0.0,0.0,0.0,0.3,10646.2112,0.08347
0.7,0.0,0.0,0.1,0.2,11179.9935,0.082798
0.7,0.0,0.0,0.2,0.1,7707.1089,0.101803
0.7,0.0,0.0,0.3,0.0,10771.7368,0.083025
0.7,0.0,0.1,0.0,0.2,10649.7055,0.079699
0.7,0.0,0.1,0.1,0.1,10774.0927,0.073019
0.7,0.0,0.1,0.2,0.0,11032.2891,0.077424
0.7,0.0,0.2,0.0,0.1,10918.5456,0.082702
0.7,0.0,0.2,0.1,0.0,10625.6127,0.078847
0.7,0.0,0.3,0.0,0.0,10865.8956,0.080144
0.7,0.1,0.0,0.0,0.2,10750.3636,0.083669
0.7,0.1,0.0,0.1,0.1,10685.1614,0.081428
0.7,0.1,0.0,0.2,0.0,10723.3454,0.084053
0.7,0.1,0.1,0.0,0.1,11307.8987,0.073779
0.7,0.1,0.1,0.1,0.0,10996.1512,0.075289
0.7,0.1,0.2,0.0,0.0,10583.574,0.069809
0.7,0.2,0.0,0.0,0.1,10824.0829,0.083043
0.7,0.2,0.0,0.1,0.0,10919.6186,0.087627
0.7,0.2,0.1,0.0,0.0,10806.9939,0.079314
0.7,0.3,0.0,0.0,0.0,11004.7732,0.076901
0.8,0.0,0.0,0.0,0.2,10791.0533,0.077629
0.8,0.0,0.0,0.1,0.1,10833.0918,0.081993
0.8,0.0,0.0,0.2,0.0,10827.6434,0.083996
0.8,0.0,0.1,0.0,0.1,10728.7907,0.078023
0.8,0.0,0.1,0.1,0.0,10415.1901,0.077217
0.8,0.0,0.2,0.0,0.0,10529.3072,0.074079
0.8,0.1,0.0,0.0,0.1,10908.4979,0.080413
0.8,0.1,0.0,0.1,0.0,10689.4503,0.080861
0.8,0.1,0.1,0.0,0.0,10753.981,0.081818
0.8,0.2,0.0,0.0,0.0,10907.59,0.084568
0.9,0.0,0.0,0.0,0.1,10789.4477,0.083627
0.9,0.0,0.0,0.1,0.0,10932.5546,0.085528
0.9,0.0,0.1,0.0,0.0,11483.3134,0.070044
0.9,0.1,0.0,0.0,0.0,10995.5491,0.08178
1.0,0.0,0.0,0.0,0.0,10876.7746,0.082142
